name,name_lower,firstinitial_lower,firstname_lower,lastname_lower,position_description,position_description_cleaned,value,birth_date,birth_year,birth_month,age,playing_country
Borja Iglesias,borja iglesias,b,borja,iglesias,Centre-Forward,Forward,10800000.0,1993-01-17,1993,1,27,Spain
Unai Simón,unai simon,u,unai,simon,Goalkeeper,Goalkeeper,27000000.0,1997-06-11,1997,6,23,Spain
Iago Herrerín,iago herrerin,i,iago,herrerin,Goalkeeper,Goalkeeper,2520000.0,1988-01-25,1988,1,32,Spain
Jokin Ezkieta,jokin ezkieta,j,jokin,ezkieta,Goalkeeper,Goalkeeper,270000.0,1996-08-17,1996,8,24,Spain
Iñigo Martínez,inigo martinez,i,inigo,martinez,Centre-Back,Defender,22950000.0,1991-05-17,1991,5,29,Spain
Yeray Álvarez,yeray alvarez,y,yeray,alvarez,Centre-Back,Defender,21600000.0,1995-01-24,1995,1,25,Spain
Unai Núñez,unai nunez,u,unai,nunez,Centre-Back,Defender,14400000.0,1997-01-30,1997,1,23,Spain
Yuri Berchiche,yuri berchiche,y,yuri,berchiche,Left-Back,Defender,14400000.0,1990-02-10,1990,2,30,Spain
Mikel Balenziaga,mikel balenziaga,m,mikel,balenziaga,Left-Back,Defender,1440000.0,1988-02-29,1988,2,32,Spain
Andoni López,andoni lopez,a,andoni,lopez,Left-Back,Defender,360000.0,1996-04-05,1996,4,24,Spain
Ander Capa,ander capa,a,ander,capa,Right-Back,Defender,5400000.0,1992-02-08,1992,2,28,Spain
Óscar de Marcos,oscar de marcos,o,oscar,marcos,Right-Back,Defender,2880000.0,1989-04-14,1989,4,31,Spain
Iñigo Lekue,inigo lekue,i,inigo,lekue,Right-Back,Defender,1440000.0,1993-05-04,1993,5,27,Spain
Peru Nolaskoain,peru nolaskoain,p,peru,nolaskoain,Defensive Midfield,Midfielder,3240000.0,1998-10-25,1998,10,21,Spain
Mikel Vesga,mikel vesga,m,mikel,vesga,Defensive Midfield,Midfielder,2160000.0,1993-04-08,1993,4,27,Spain
Dani García,dani garcia,d,dani,garcia,Central Midfield,Midfielder,4320000.0,1990-05-24,1990,5,30,Spain
Unai López,unai lopez,u,unai,lopez,Central Midfield,Midfielder,2160000.0,1995-10-30,1995,10,24,Spain
Raúl García,raul garcia,r,raul,garcia,Attacking Midfield,Midfielder,5400000.0,1986-07-11,1986,7,34,Spain
Oihan Sancet,oihan sancet,o,oihan,sancet,Attacking Midfield,Midfielder,2070000.0,2000-04-25,2000,4,20,Spain
Iker Muniain,iker muniain,i,iker,muniain,Left Winger,Forward,12600000.0,1992-12-19,1992,12,27,Spain
Iñigo Córdoba,inigo cordoba,i,inigo,cordoba,Left Winger,Forward,2880000.0,1997-03-13,1997,3,23,Spain
Iñigo Vicente,inigo vicente,i,inigo,vicente,Left Winger,Forward,900000.0,1998-01-06,1998,1,22,Spain
Ibai Gómez,ibai gomez,i,ibai,gomez,Right Winger,Forward,2880000.0,1989-11-11,1989,11,30,Spain
Gaizka Larrazabal,gaizka larrazabal,g,gaizka,larrazabal,Right Winger,Forward,1800000.0,1997-12-17,1997,12,22,Spain
Iñaki Williams,inaki williams,i,inaki,williams,Centre-Forward,Forward,36000000.0,1994-06-15,1994,6,26,Spain
Asier Villalibre,asier villalibre,a,asier,villalibre,Centre-Forward,Forward,2880000.0,1997-09-30,1997,9,22,Spain
Kenan Kodro,kenan kodro,k,kenan,kodro,Centre-Forward,Forward,720000.0,1993-08-19,1993,8,27,Bosnia-Herzegovina
David Soria,david soria,d,david,soria,Goalkeeper,Goalkeeper,13050000.0,1993-04-04,1993,4,27,Spain
Leandro Chichizola,leandro chichizola,l,leandro,chichizola,Goalkeeper,Goalkeeper,1080000.0,1990-03-27,1990,3,30,Argentina
Rubén Yáñez,ruben yanez,r,ruben,yanez,Goalkeeper,Goalkeeper,270000.0,1993-10-12,1993,10,26,Spain
Filip Manojlovic,filip manojlovic,f,filip,manojlovic,Goalkeeper,Goalkeeper,180000.0,1996-04-25,1996,4,24,Serbia
Djené,djene,d,djene,djene,Centre-Back,Defender,21600000.0,1991-12-31,1991,12,28,Togo
Erick Cabaco,erick cabaco,e,erick,cabaco,Centre-Back,Defender,3600000.0,1995-04-19,1995,4,25,Uruguay
Xabi Etxeita,xabi etxeita,x,xabi,etxeita,Centre-Back,Defender,1260000.0,1987-10-31,1987,10,32,Spain
Ignasi Miquel,ignasi miquel,i,ignasi,miquel,Centre-Back,Defender,1080000.0,1992-09-28,1992,9,27,Spain
Chema,chema,c,chema,chema,Centre-Back,Defender,1080000.0,1992-03-03,1992,3,28,Spain
Mathí­as Olivera,mathias olivera,m,mathias,olivera,Left-Back,Defender,1440000.0,1997-10-31,1997,10,22,Uruguay
Allan Nyom,allan nyom,a,allan,nyom,Right-Back,Defender,2880000.0,1988-05-10,1988,5,32,Cameroon
Damián Suárez,damian suarez,d,damian,suarez,Right-Back,Defender,2880000.0,1988-04-27,1988,4,32,Uruguay
David Timor,david timor,d,david,timor,Defensive Midfield,Midfielder,1440000.0,1989-10-17,1989,10,30,Spain
Mauro Arambarri,mauro arambarri,m,mauro,arambarri,Central Midfield,Midfielder,18000000.0,1995-09-30,1995,9,24,Uruguay
Nemanja Maksimovic,nemanja maksimovic,n,nemanja,maksimovic,Central Midfield,Midfielder,18000000.0,1995-01-26,1995,1,25,Serbia
Fayçal Fajr,faycal fajr,f,faycal,fajr,Central Midfield,Midfielder,2880000.0,1988-08-01,1988,8,32,Morocco
Marc Cucurella,marc cucurella,m,marc,cucurella,Left Midfield,Midfielder,16200000.0,1998-07-22,1998,7,22,Spain
Amath Ndiaye,amath ndiaye,a,amath,ndiaye,Left Winger,Forward,2160000.0,1996-07-16,1996,7,24,Senegal
Francisco Portillo,francisco portillo,f,francisco,portillo,Right Winger,Forward,2520000.0,1990-06-13,1990,6,30,Spain
Álvaro Jiménez,alvaro jimenez,a,alvaro,jimenez,Right Winger,Forward,360000.0,1995-05-19,1995,5,25,Spain
Enes Ünal,enes unal,e,enes,unal,Centre-Forward,Forward,7200000.0,1997-05-10,1997,5,23,Turkey
Jaime Mata,jaime mata,j,jaime,mata,Centre-Forward,Forward,7200000.0,1988-10-24,1988,10,31,Spain
Cucho Hernández,cucho hernandez,c,cucho,hernandez,Centre-Forward,Forward,6030000.0,1999-04-22,1999,4,21,Colombia
Ángel Rodríguez,angel rodriguez,a,angel,rodriguez,Centre-Forward,Forward,5400000.0,1987-04-26,1987,4,33,Spain
Jack Harper,jack harper,j,jack,harper,Centre-Forward,Forward,720000.0,1996-02-28,1996,2,24,Scotland
Rubén Blanco,ruben blanco,r,ruben,blanco,Goalkeeper,Goalkeeper,7200000.0,1995-07-25,1995,7,25,Spain
Sergio Álvarez,sergio alvarez,s,sergio,alvarez,Goalkeeper,Goalkeeper,1080000.0,1986-08-03,1986,8,34,Spain
Iván Villar,ivan villar,i,ivan,villar,Goalkeeper,Goalkeeper,270000.0,1997-07-09,1997,7,23,Spain
Néstor Araújo,nestor araujo,n,nestor,araujo,Centre-Back,Defender,8100000.0,1991-08-29,1991,8,29,Mexico
Joseph Aidoo,joseph aidoo,j,joseph,aidoo,Centre-Back,Defender,5850000.0,1995-09-29,1995,9,24,Ghana
David Costas,david costas,d,david,costas,Centre-Back,Defender,1440000.0,1995-03-26,1995,3,25,Spain
Jorge Sáenz,jorge saenz,j,jorge,saenz,Centre-Back,Defender,1440000.0,1996-11-17,1996,11,23,Spain
Lucas Olaza,lucas olaza,l,lucas,olaza,Left-Back,Defender,2880000.0,1994-07-21,1994,7,26,Uruguay
David Juncà,david junca,d,david,junca,Left-Back,Defender,1080000.0,1993-11-16,1993,11,26,Spain
Hugo Mallo,hugo mallo,h,hugo,mallo,Right-Back,Defender,6300000.0,1991-06-22,1991,6,29,Spain
Kevin Vázquez,kevin vazquez,k,kevin,vazquez,Right-Back,Defender,720000.0,1993-03-23,1993,3,27,Spain
Okay Yokuslu,okay yokuslu,o,okay,yokuslu,Defensive Midfield,Midfielder,5400000.0,1994-03-09,1994,3,26,Turkey
Renato Tapia,renato tapia,r,renato,tapia,Defensive Midfield,Midfielder,2160000.0,1995-07-28,1995,7,25,Peru
Fran Beltrán,fran beltran,f,fran,beltran,Central Midfield,Midfielder,12150000.0,1999-02-03,1999,2,21,Spain
Jozabed Sánchez,jozabed sanchez,j,jozabed,sanchez,Central Midfield,Midfielder,1080000.0,1991-03-08,1991,3,29,Spain
Denis Suárez,denis suarez,d,denis,suarez,Attacking Midfield,Midfielder,8550000.0,1994-01-06,1994,1,26,Spain
Miguel Baeza,miguel baeza,m,miguel,baeza,Attacking Midfield,Midfielder,90000.0,2000-03-27,2000,3,20,Spain
Pione Sisto,pione sisto,p,pione,sisto,Left Winger,Forward,4320000.0,1995-02-04,1995,2,25,Denmark
Álvaro Vadillo,alvaro vadillo,a,alvaro,vadillo,Left Winger,Forward,2160000.0,1994-09-12,1994,9,25,Spain
Nolito,nolito,n,nolito,nolito,Left Winger,Forward,1440000.0,1986-10-15,1986,10,33,Spain
Brais Méndez,brais mendez,b,brais,mendez,Right Winger,Forward,10800000.0,1997-01-07,1997,1,23,Spain
Emre Mor,emre mor,e,emre,mor,Right Winger,Forward,720000.0,1997-07-24,1997,7,23,Turkey
Iago Aspas,iago aspas,i,iago,aspas,Centre-Forward,Forward,14400000.0,1987-08-01,1987,8,33,Spain
Santi Mina,santi mina,s,santi,mina,Centre-Forward,Forward,13050000.0,1995-12-07,1995,12,24,Spain
Gabriel Fernández,gabriel fernandez,g,gabriel,fernandez,Centre-Forward,Forward,2160000.0,1994-05-13,1994,5,26,Uruguay
Aitor Fernández,aitor fernandez,a,aitor,fernandez,Goalkeeper,Goalkeeper,9000000.0,1991-05-03,1991,5,29,Spain
Koke Vegas,koke vegas,k,koke,vegas,Goalkeeper,Goalkeeper,495000.0,1995-09-27,1995,9,24,Spain
Dani Cárdenas,dani cardenas,d,dani,cardenas,Goalkeeper,Goalkeeper,180000.0,1997-03-28,1997,3,23,Spain
Rúben Vezo,ruben vezo,r,ruben,vezo,Centre-Back,Defender,4320000.0,1994-04-25,1994,4,26,Portugal
Sergio Postigo,sergio postigo,s,sergio,postigo,Centre-Back,Defender,1440000.0,1988-11-04,1988,11,31,Spain
Rober Pier,rober pier,r,rober,pier,Centre-Back,Defender,1080000.0,1995-02-16,1995,2,25,Spain
Óscar Duarte,oscar duarte,o,oscar,duarte,Centre-Back,Defender,653000.0,1989-06-03,1989,6,31,Costa Rica
Fran Manzanara,fran manzanara,f,fran,manzanara,Centre-Back,Defender,270000.0,1996-09-12,1996,9,23,Spain
Carlos Clerc,carlos clerc,c,carlos,clerc,Left-Back,Defender,1800000.0,1992-02-21,1992,2,28,Spain
Antonio Luna,antonio luna,a,antonio,luna,Left-Back,Defender,855000.0,1991-03-17,1991,3,29,Spain
Toño,tono,t,tono,tono,Left-Back,Defender,653000.0,1989-11-07,1989,11,30,Spain
Jorge Miramón,jorge miramon,j,jorge,miramon,Right-Back,Defender,2520000.0,1989-06-02,1989,6,31,Spain
Coke,coke,c,coke,coke,Right-Back,Defender,1080000.0,1987-04-26,1987,4,33,Spain
Son,son,s,son,son,Right-Back,Defender,495000.0,1994-03-30,1994,3,26,Spain
Nemanja Radoja,nemanja radoja,n,nemanja,radoja,Defensive Midfield,Midfielder,2880000.0,1993-02-06,1993,2,27,Serbia
Mickaël Malsa,mickael malsa,m,mickael,malsa,Defensive Midfield,Midfielder,2250000.0,1995-10-12,1995,10,24,Martinique
Nikola Vukcevic,nikola vukcevic,n,nikola,vukcevic,Defensive Midfield,Midfielder,2160000.0,1991-12-13,1991,12,28,Montenegro
Pepelu,pepelu,p,pepelu,pepelu,Defensive Midfield,Midfielder,1350000.0,1998-08-11,1998,8,22,Spain
Cheick Doukouré,cheick doukoure,c,cheick,doukoure,Defensive Midfield,Midfielder,585000.0,1992-09-11,1992,9,27,Cote d'Ivoire
Enis Bardhi,enis bardhi,e,enis,bardhi,Central Midfield,Midfielder,18000000.0,1995-07-02,1995,7,25,North Macedonia
José Campaña,jose campana,j,jose,campana,Central Midfield,Midfielder,18000000.0,1993-05-31,1993,5,27,Spain
Gonzalo Melero,gonzalo melero,g,gonzalo,melero,Central Midfield,Midfielder,2880000.0,1994-01-02,1994,1,26,Spain
Rubén Rochina,ruben rochina,r,ruben,rochina,Attacking Midfield,Midfielder,2880000.0,1991-03-23,1991,3,29,Spain
Arturo Molina,arturo molina,a,arturo,molina,Attacking Midfield,Midfielder,225000.0,1996-07-18,1996,7,24,Spain
Jorge de Frutos,jorge de frutos,j,jorge,frutos,Right Winger,Forward,1800000.0,1997-02-20,1997,2,23,Spain
Hernâni,hernani,h,hernani,hernani,Right Winger,Forward,1800000.0,1991-08-20,1991,8,29,Portugal
Roger Martí,roger marti,r,roger,marti,Centre-Forward,Forward,7200000.0,1991-01-03,1991,1,29,Spain
José Luis Morales,jose luis morales,j,jose,morales,Centre-Forward,Forward,5850000.0,1987-07-23,1987,7,33,Spain
Sergio León,sergio leon,s,sergio,leon,Centre-Forward,Forward,2160000.0,1989-01-06,1989,1,31,Spain
Dani Gómez,dani gomez,d,dani,gomez,Centre-Forward,Forward,810000.0,1998-07-30,1998,7,22,Spain
Fernando Pacheco,fernando pacheco,f,fernando,pacheco,Goalkeeper,Goalkeeper,13050000.0,1992-05-18,1992,5,28,Spain
Antonio Sivera,antonio sivera,a,antonio,sivera,Goalkeeper,Goalkeeper,1080000.0,1996-08-11,1996,8,24,Spain
Víctor Laguardia,victor laguardia,v,victor,laguardia,Centre-Back,Defender,6300000.0,1989-11-05,1989,11,30,Spain
Ximo Navarro,ximo navarro,x,ximo,navarro,Centre-Back,Defender,1800000.0,1990-01-23,1990,1,30,Spain
Rodrigo Ely,rodrigo ely,r,rodrigo,ely,Centre-Back,Defender,1440000.0,1993-11-03,1993,11,26,Brazil
Tachi,tachi,t,tachi,tachi,Centre-Back,Defender,720000.0,1997-09-10,1997,9,22,Spain
Adrián Diéguez,adrian dieguez,a,adrian,dieguez,Centre-Back,Defender,428000.0,1996-02-04,1996,2,24,Spain
Olivier Verdon,olivier verdon,o,olivier,verdon,Centre-Back,Defender,428000.0,1995-10-05,1995,10,24,Benin
Rubén Duarte,ruben duarte,r,ruben,duarte,Left-Back,Defender,4320000.0,1995-10-18,1995,10,24,Spain
Saúl García,saul garcia,s,saul,garcia,Left-Back,Defender,653000.0,1994-11-09,1994,11,25,Spain
Adrián Marín,adrian marin,a,adrian,marin,Left-Back,Defender,585000.0,1997-01-09,1997,1,23,Spain
Javi López,javi lopez,j,javi,lopez,Left-Back,Defender,225000.0,2002-03-25,2002,3,18,Spain
Martín Aguirregabiria,martin aguirregabiria,m,martin,aguirregabiria,Right-Back,Defender,4320000.0,1996-05-10,1996,5,24,Spain
Rafa Navarro,rafa navarro,r,rafa,navarro,Right-Back,Defender,360000.0,1994-02-23,1994,2,26,Spain
Pere Pons,pere pons,p,pere,pons,Defensive Midfield,Midfielder,2880000.0,1993-02-20,1993,2,27,Spain
Manu García,manu garcia,m,manu,garcia,Defensive Midfield,Midfielder,1260000.0,1986-04-26,1986,4,34,Spain
Jeando Fuchs,jeando fuchs,j,jeando,fuchs,Defensive Midfield,Midfielder,1080000.0,1997-10-11,1997,10,22,Cameroon
Rodrigo Battaglia,rodrigo battaglia,r,rodrigo,battaglia,Central Midfield,Midfielder,4050000.0,1991-07-12,1991,7,29,Argentina
Tomás Pina,tomas pina,t,tomas,pina,Central Midfield,Midfielder,1800000.0,1987-10-14,1987,10,32,Spain
Ismael Gutiérrez,ismael gutierrez,i,ismael,gutierrez,Central Midfield,Midfielder,810000.0,2000-08-07,2000,8,20,Spain
Javi Muñoz,javi munoz,j,javi,munoz,Central Midfield,Midfielder,293000.0,1995-02-28,1995,2,25,Spain
Paulino de la Fuente,paulino de la fuente,p,paulino,fuente,Attacking Midfield,Midfielder,225000.0,1997-06-27,1997,6,23,Spain
Borja Sainz,borja sainz,b,borja,sainz,Left Winger,Forward,2250000.0,2001-02-01,2001,2,19,Spain
Luis Rioja,luis rioja,l,luis,rioja,Left Winger,Forward,1800000.0,1993-10-16,1993,10,26,Spain
Burgui,burgui,b,burgui,burgui,Left Winger,Forward,1080000.0,1993-10-29,1993,10,26,Spain
José Luis Rodríguez,jose luis rodriguez,j,jose,rodriguez,Left Winger,Forward,405000.0,1998-06-19,1998,6,22,Panama
Anderson Emanuel,anderson emanuel,a,anderson,emanuel,Left Winger,Forward,270000.0,1996-04-09,1996,4,24,Angola
Patrick Twumasi,patrick twumasi,p,patrick,twumasi,Right Winger,Forward,2250000.0,1994-05-09,1994,5,26,Ghana
Edgar Méndez,edgar mendez,e,edgar,mendez,Right Winger,Forward,1440000.0,1990-01-02,1990,1,30,Spain
Lucas Pérez,lucas perez,l,lucas,perez,Centre-Forward,Forward,10800000.0,1988-09-10,1988,9,31,Spain
Joselu,joselu,j,joselu,joselu,Centre-Forward,Forward,5400000.0,1990-03-27,1990,3,30,Spain
Deyverson,deyverson,d,deyverson,deyverson,Centre-Forward,Forward,3600000.0,1991-05-08,1991,5,29,Brazil
John Guidetti,john guidetti,j,john,guidetti,Centre-Forward,Forward,1440000.0,1992-04-15,1992,4,28,Sweden
Rui Silva,rui silva,r,rui,silva,Goalkeeper,Goalkeeper,9000000.0,1994-02-07,1994,2,26,Portugal
Aarón Escandell,aaron escandell,a,aaron,escandell,Goalkeeper,Goalkeeper,900000.0,1995-09-27,1995,9,24,Spain
Domingos Duarte,domingos duarte,d,domingos,duarte,Centre-Back,Defender,7200000.0,1995-03-10,1995,3,25,Portugal
Jesús Vallejo,jesus vallejo,j,jesus,vallejo,Centre-Back,Defender,5400000.0,1997-01-05,1997,1,23,Spain
Germán Sánchez,german sanchez,g,german,sanchez,Centre-Back,Defender,720000.0,1986-10-31,1986,10,33,Spain
Neyder Lozano,neyder lozano,n,neyder,lozano,Centre-Back,Defender,428000.0,1994-03-04,1994,3,26,Colombia
Carlos Neva,carlos neva,c,carlos,neva,Left-Back,Defender,2250000.0,1996-06-12,1996,6,24,Spain
Álex Martínez,alex martinez,a,alex,martinez,Left-Back,Defender,653000.0,1990-08-12,1990,8,30,Spain
Dimitri Foulquier,dimitri foulquier,d,dimitri,foulquier,Right-Back,Defender,1800000.0,1993-03-23,1993,3,27,Guadeloupe
Víctor Díaz,victor diaz,v,victor,diaz,Right-Back,Defender,1800000.0,1988-06-12,1988,6,32,Spain
Quini,quini,q,quini,quini,Right-Back,Defender,495000.0,1989-09-24,1989,9,30,Spain
Maxime Gonalons,maxime gonalons,m,maxime,gonalons,Defensive Midfield,Midfielder,2520000.0,1989-03-10,1989,3,31,France
Ramon Azeez,ramon azeez,r,ramon,azeez,Central Midfield,Midfielder,2250000.0,1992-12-12,1992,12,27,Nigeria
Yan Brice,yan brice,y,yan,brice,Central Midfield,Midfielder,1800000.0,1997-08-26,1997,8,23,Cameroon
Ángel Montoro,angel montoro,a,angel,montoro,Central Midfield,Midfielder,1080000.0,1988-06-25,1988,6,32,Spain
Luis Milla,luis milla,l,luis,milla,Central Midfield,Midfielder,900000.0,1994-10-07,1994,10,25,Spain
Fede Vico,fede vico,f,fede,vico,Attacking Midfield,Midfielder,1080000.0,1994-07-04,1994,7,26,Spain
Darwin Machís,darwin machis,d,darwin,machis,Left Winger,Forward,5400000.0,1993-02-07,1993,2,27,Venezuela
Antonio Puertas,antonio puertas,a,antonio,puertas,Right Winger,Forward,5400000.0,1992-02-21,1992,2,28,Spain
Jorge Molina,jorge molina,j,jorge,molina,Centre-Forward,Forward,1440000.0,1982-04-22,1982,4,38,Spain
Antoñín,antonin,a,antonin,antonin,Centre-Forward,Forward,1170000.0,2000-04-16,2000,4,20,Spain
Roberto Soldado,roberto soldado,r,roberto,soldado,Centre-Forward,Forward,720000.0,1985-05-27,1985,5,35,Spain
Sergio Herrera,sergio herrera,s,sergio,herrera,Goalkeeper,Goalkeeper,1080000.0,1993-06-05,1993,6,27,Spain
Rubén Martínez,ruben martinez,r,ruben,martinez,Goalkeeper,Goalkeeper,495000.0,1984-06-22,1984,6,36,Spain
Juan Pérez,juan perez,j,juan,perez,Goalkeeper,Goalkeeper,360000.0,1996-07-15,1996,7,24,Spain
Aridane Hernández,aridane hernandez,a,aridane,hernandez,Centre-Back,Defender,2880000.0,1989-03-23,1989,3,31,Spain
David García,david garcia,d,david,garcia,Centre-Back,Defender,2160000.0,1994-02-14,1994,2,26,Spain
Facundo Roncaglia,facundo roncaglia,f,facundo,roncaglia,Centre-Back,Defender,1260000.0,1987-02-10,1987,2,33,Argentina
Raúl Navas,raul navas,r,raul,navas,Centre-Back,Defender,1080000.0,1988-05-11,1988,5,32,Spain
Unai García,unai garcia,u,unai,garcia,Centre-Back,Defender,720000.0,1992-09-03,1992,9,27,Spain
Nacho Vidal,nacho vidal,n,nacho,vidal,Right-Back,Defender,2160000.0,1995-01-24,1995,1,25,Spain
Lucas Torró,lucas torro,l,lucas,torro,Defensive Midfield,Midfielder,2160000.0,1994-07-19,1994,7,26,Spain
Oier,oier,o,oier,oier,Defensive Midfield,Midfielder,855000.0,1986-05-25,1986,5,34,Spain
Jon Moncayola,jon moncayola,j,jon,moncayola,Central Midfield,Midfielder,2430000.0,1998-05-13,1998,5,22,Spain
Darko Brasanac,darko brasanac,d,darko,brasanac,Central Midfield,Midfielder,1440000.0,1992-02-12,1992,2,28,Serbia
Iñigo Pérez,inigo perez,i,inigo,perez,Central Midfield,Midfielder,428000.0,1988-01-18,1988,1,32,Spain
Roberto Torres,roberto torres,r,roberto,torres,Attacking Midfield,Midfielder,7200000.0,1989-03-07,1989,3,31,Spain
Rubén García,ruben garcia,r,ruben,garcia,Attacking Midfield,Midfielder,5400000.0,1993-07-14,1993,7,27,Spain
Kike Barja,kike barja,k,kike,barja,Right Winger,Forward,720000.0,1997-04-04,1997,4,23,Spain
Juan Villar,juan villar,j,juan,villar,Right Winger,Forward,585000.0,1988-05-19,1988,5,32,Spain
Chimy Ávila,chimy avila,c,chimy,avila,Centre-Forward,Forward,10800000.0,1994-02-06,1994,2,26,Argentina
Adrián López,adrian lopez,a,adrian,lopez,Centre-Forward,Forward,1260000.0,1988-01-08,1988,1,32,Spain
Brandon,brandon,b,brandon,brandon,Centre-Forward,Forward,1080000.0,1995-02-04,1995,2,25,Spain
Marc Cardona,marc cardona,m,marc,cardona,Centre-Forward,Forward,1080000.0,1995-07-08,1995,7,25,Spain
Enric Gallego,enric gallego,e,enric,gallego,Centre-Forward,Forward,1080000.0,1986-09-12,1986,9,33,Spain
Jordi Masip,jordi masip,j,jordi,masip,Goalkeeper,Goalkeeper,4320000.0,1989-01-03,1989,1,31,Spain
Roberto,roberto,r,roberto,roberto,Goalkeeper,Goalkeeper,720000.0,1986-02-10,1986,2,34,Spain
Javi Sánchez,javi sanchez,j,javi,sanchez,Centre-Back,Defender,2700000.0,1997-03-14,1997,3,23,Spain
Joaquín Fernández,joaquin fernandez,j,joaquin,fernandez,Centre-Back,Defender,2160000.0,1996-05-31,1996,5,24,Spain
Kiko Olivas,kiko olivas,k,kiko,olivas,Centre-Back,Defender,1800000.0,1988-08-21,1988,8,32,Spain
Bruno González,bruno gonzalez,b,bruno,gonzalez,Centre-Back,Defender,1080000.0,1990-05-24,1990,5,30,Spain
Nacho Martínez,nacho martinez,n,nacho,martinez,Left-Back,Defender,3600000.0,1989-03-07,1989,3,31,Spain
Raúl Carnero,raul carnero,r,raul,carnero,Left-Back,Defender,720000.0,1989-04-30,1989,4,31,Spain
Moisés Delgado,moises delgado,m,moises,delgado,Left-Back,Defender,360000.0,1994-04-18,1994,4,26,Spain
Antoñito,antonito,a,antonito,antonito,Right-Back,Defender,720000.0,1987-12-24,1987,12,32,Spain
Luis Pérez,luis perez,l,luis,perez,Right-Back,Defender,585000.0,1995-02-04,1995,2,25,Spain
Javi Moyano,javi moyano,j,javi,moyano,Right-Back,Defender,585000.0,1986-02-23,1986,2,34,Spain
Luismi,luismi,l,luismi,luismi,Defensive Midfield,Midfielder,428000.0,1992-05-05,1992,5,28,Spain
Rubén Alcaraz,ruben alcaraz,r,ruben,alcaraz,Central Midfield,Midfielder,7200000.0,1991-05-01,1991,5,29,Spain
Fede San Emeterio,fede san emeterio,f,fede,emeterio,Central Midfield,Midfielder,2880000.0,1997-03-16,1997,3,23,Spain
Míchel,michel,m,michel,michel,Central Midfield,Midfielder,1440000.0,1988-07-29,1988,7,32,Spain
Anuar,anuar,a,anuar,anuar,Central Midfield,Midfielder,1080000.0,1995-01-15,1995,1,25,Morocco
Kike Pérez,kike perez,k,kike,perez,Central Midfield,Midfielder,225000.0,1997-02-14,1997,2,23,Spain
El Hacen,el hacen,e,el,hacen,Central Midfield,Midfielder,180000.0,1997-12-31,1997,12,22,Mauritania
Álvaro Aguado,alvaro aguado,a,alvaro,aguado,Attacking Midfield,Midfielder,428000.0,1996-05-01,1996,5,24,Spain
